Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Trea Turner,607208,2023,30,639,691,170,104,35,5,26,150,45,21.7,6.5,0.266,0.459,0.32,0.779,76,264,0,30,0.266,0.447,0.333,0.33,0.32,0.181,0.399,0.394,0,0.012,0.003,72.4,89.9,13,36.1,8.4,6.9,42.2,100.2923423,94.55000325,74.2,17.8,29.6,53.1,,30.3
 Bryan Reynolds,668804,2023,28,574,640,151,91,31,5,24,138,53,21.6,8.3,0.263,0.46,0.33,0.79,84,206,1,12,0.28,0.49,0.338,0.36,0.346,0.211,0.395,0.427,-0.017,-0.03,-0.022,70.2,90.9,10.9,36.9,11.1,6.6,47.3,101.0228343,94.95706503,73.1,17.9,28.2,47.4,-3,27.8
 Heliot Ramos,671218,2023,23,56,60,10,5,4,0,1,20,4,33.3,6.7,0.179,0.304,0.233,0.537,2,29,0,0,0.193,0.345,0.236,0.259,0.247,0.151,0.316,0.354,-0.014,-0.041,-0.023,75,90.9,13.4,30.6,13.9,5.6,41.7,102.1497565,95.21048677,71.7,19.8,31.5,51.6,1,26.9
 Jonah Bride,681146,2023,27,88,106,15,12,3,0,0,22,11,20.8,10.4,0.17,0.205,0.286,0.491,7,36,1,0,0.242,0.335,0.237,0.321,0.353,0.093,0.211,0.341,-0.072,-0.13,-0.084,69.4,89,4.1,34.8,4.3,11.6,40.6,97.60734588,93.19974691,49,13.9,17.4,35,,27.1
 José Abreu,547989,2023,36,540,594,128,86,23,1,18,130,42,21.9,7.1,0.237,0.383,0.296,0.679,90,263,1,0,0.248,0.409,0.295,0.314,0.311,0.161,0.342,0.369,-0.011,-0.026,-0.019,74,89,10.8,32.5,8.7,4.6,41.6,100.8218336,94.59770588,65.2,17.9,26.4,50.1,,25.5
 Alex Kirilloff,666135,2023,25,281,319,76,50,14,1,11,80,28,25.1,8.8,0.27,0.445,0.348,0.793,41,135,0,1,0.261,0.425,0.343,0.334,0.341,0.164,0.417,0.403,0.009,0.02,0.009,70.3,88.6,12.4,40.2,7.4,8.3,37.7,98.66866971,93.55600289,64.8,17.4,27.6,47.3,0,27.2
 Michael Busch,683737,2023,25,72,81,12,7,3,0,2,27,8,33.3,9.9,0.167,0.292,0.247,0.539,7,31,0,1,0.182,0.341,0.241,0.264,0.26,0.159,0.303,0.343,-0.015,-0.049,-0.023,70.3,89.1,4.7,15.2,6.5,6.5,50,99.82979304,94.65283935,70.4,21.4,30.2,47.9,,26.9
 Nick Castellanos,592206,2023,31,626,671,170,102,37,2,29,185,36,27.6,5.4,0.272,0.476,0.311,0.787,106,287,2,11,0.258,0.443,0.335,0.32,0.301,0.185,0.441,0.42,0.014,0.033,0.015,72.4,88.9,14.4,36.5,10.3,7.4,43.2,100.3894813,94.41914303,74.6,22.1,35.4,56.2,-4,27.2
 Alex Bregman,608324,2023,29,622,724,163,106,28,4,25,87,92,12,12.7,0.262,0.441,0.363,0.804,98,247,1,3,0.266,0.43,0.351,0.351,0.368,0.163,0.344,0.344,-0.004,0.011,0,70.2,88.6,17.6,35.8,5.4,10.1,38.2,98.07153773,93.24896069,61.1,8.7,14.1,38.7,,26.3
 Joey Ortiz,687401,2023,24,33,34,7,6,1,0,0,9,0,26.5,0,0.212,0.242,0.206,0.448,4,11,0,0,0.253,0.338,0.192,0.249,0.249,0.085,0.262,0.343,-0.041,-0.096,-0.057,,88.2,0.1,40,8,0,44,103.0975617,95.75469833,61.2,17.1,22.8,50.9,,28.1
 Dane Myers,667472,2023,27,67,70,18,14,3,0,1,19,2,27.1,2.9,0.269,0.358,0.286,0.644,9,35,1,1,0.299,0.397,0.278,0.308,0.315,0.098,0.369,0.411,-0.03,-0.039,-0.03,71.8,91.8,-1.8,28.6,2,10.2,53.1,102.8359952,96.28325592,63.4,22.2,25.2,48.5,0,28.9
 Christian Walker,572233,2023,32,582,661,150,79,36,2,33,127,62,19.2,9.4,0.258,0.497,0.333,0.83,103,262,0,11,0.251,0.46,0.351,0.339,0.329,0.21,0.397,0.38,0.007,0.037,0.012,75,88,15.8,32.6,11.4,6,40.4,100.6012814,94.39747048,71.3,18.9,26.4,48.6,,26.4
 Jeremy Peña,665161,2023,25,577,634,152,107,32,3,10,129,43,20.3,6.8,0.263,0.381,0.324,0.705,52,223,9,13,0.265,0.376,0.31,0.31,0.325,0.111,0.354,0.355,-0.002,0.005,0,71.7,88,5.5,32.4,4,5.3,35.8,99.1435248,93.69013749,73.2,13.3,28.4,53.2,,29.4
 Harrison Bader,664056,2023,29,319,344,74,53,12,2,7,59,17,17.2,4.9,0.232,0.348,0.274,0.622,40,141,3,20,0.234,0.375,0.271,0.288,0.281,0.141,0.299,0.321,-0.002,-0.027,-0.017,70.8,85.9,17.8,32.8,5.3,7.5,31.7,97.62251611,92.81902512,63.3,13.6,24.6,48.5,7,28.8
 Luken Baker,663609,2023,26,86,99,18,13,3,0,2,31,13,31.3,13.1,0.209,0.314,0.313,0.627,10,44,0,0,0.237,0.384,0.285,0.32,0.337,0.147,0.349,0.412,-0.028,-0.07,-0.035,73.9,93.1,16.9,38.2,7.3,14.5,52.7,103.4129493,96.95552527,64.2,22.9,31.6,41.7,,24.7
 Matt Mervis,670223,2023,25,90,99,15,10,2,0,3,32,8,32.3,8.1,0.167,0.289,0.242,0.531,11,43,0,0,0.234,0.427,0.239,0.317,0.304,0.193,0.299,0.434,-0.067,-0.138,-0.078,,91,8.4,36.2,13.8,10.3,50,103.744359,96.40637579,72.6,23.3,33.3,50.4,,24.8
 Ty France,664034,2023,28,587,665,147,103,32,0,12,117,43,17.6,6.5,0.25,0.366,0.337,0.703,58,267,0,1,0.27,0.42,0.315,0.342,0.354,0.151,0.329,0.367,-0.02,-0.054,-0.027,71.8,87.5,13.7,36.9,6.8,5.1,38.6,99.27787132,93.76594522,74,10.9,21.9,53.2,,25
 Miles Mastrobuoni,670156,2023,27,133,149,32,26,5,0,1,32,13,21.5,8.7,0.241,0.301,0.308,0.609,5,50,1,13,0.255,0.352,0.275,0.299,0.322,0.097,0.309,0.343,-0.014,-0.051,-0.024,68.1,87.5,13.7,31.7,1.9,4.8,34.6,98.09582061,93.49307153,53.1,17.3,22.6,38,,28.6
 Logan O'Hoppe,681351,2023,23,182,199,43,23,6,0,14,48,14,24.1,7,0.236,0.5,0.296,0.796,29,88,1,0,0.257,0.5,0.337,0.346,0.316,0.243,0.413,0.427,-0.021,0,-0.009,69.9,90.5,19.6,31.9,15.6,6.7,46.7,100.7920618,94.85525082,70.2,18.9,32.1,51.5,,27.9
 Isan Díaz,656371,2023,27,24,26,1,1,0,0,0,9,2,34.6,7.7,0.042,0.042,0.115,0.157,1,17,0,0,0.078,0.099,0.087,0.122,0.149,0.022,0.059,0.119,-0.036,-0.057,-0.035,74.5,90.2,17.1,13.3,0,0,33.3,97.48526875,93.30880667,56.9,24.1,36.1,42.4,,22
 Yonathan Daza,602074,2023,29,74,80,20,14,6,0,0,13,3,16.3,3.8,0.27,0.351,0.304,0.655,7,32,0,1,0.23,0.311,0.286,0.253,0.267,0.081,0.32,0.278,0.04,0.04,0.033,,85,13.6,30.2,1.6,4.8,19,94.85117667,91.438476,69.9,7.5,19.7,57.1,-2,27.4
 Garrett Mitchell,669003,2023,24,65,73,16,10,2,1,3,26,7,35.6,9.6,0.246,0.446,0.315,0.761,7,31,1,1,0.226,0.344,0.326,0.286,0.297,0.119,0.472,0.4,0.02,0.102,0.04,74.3,86.7,7.5,40,10,5,37.5,99.541273,93.93368308,68.6,31.3,39.7,45.3,1,29.3
 Tom Murphy,608596,2023,32,145,159,42,22,12,0,8,44,10,27.7,6.3,0.29,0.538,0.335,0.873,17,59,0,0,0.261,0.498,0.367,0.351,0.315,0.237,0.489,0.464,0.029,0.04,0.016,72.5,89.5,13.7,40.8,14.6,4.9,44.7,101.3519477,95.06478515,73.1,21.5,30.4,52.1,,26
 Ryan Kreidler,668952,2023,25,18,18,2,2,0,0,0,7,0,38.9,0,0.111,0.111,0.111,0.222,0,11,0,0,0.095,0.123,0.098,0.092,0.095,0.028,0.16,0.151,0.016,-0.012,0.006,,87.3,13.8,18.2,0,0,27.3,95.89346,92.30552364,59.5,31.8,41.7,50,,27.8
 Tyler Freeman,671289,2023,24,153,168,37,26,7,0,4,30,10,17.9,6,0.242,0.366,0.295,0.661,18,65,0,5,0.272,0.397,0.29,0.315,0.323,0.125,0.32,0.353,-0.03,-0.031,-0.025,72.3,85.8,6.2,38.9,3.2,7.1,38.1,99.03557645,93.59643008,66,11.9,17.8,47.6,,28.6
 Endy Rodríguez,682848,2023,23,186,204,41,29,7,2,3,49,17,24,8.3,0.22,0.328,0.284,0.612,13,86,0,0,0.232,0.375,0.271,0.294,0.295,0.142,0.315,0.349,-0.012,-0.047,-0.023,69.9,89.1,16.5,35.5,5.1,8,36.2,97.95644029,93.14479073,68.1,12.7,21.4,46.3,,27.8
 Drew Millas,686452,2023,25,28,33,8,5,2,0,1,5,4,15.2,12.1,0.286,0.464,0.375,0.839,6,18,0,0,0.282,0.422,0.365,0.349,0.371,0.14,0.387,0.365,0.004,0.042,0.016,69.3,84.5,2,33.3,8.3,0,20.8,95.5493075,92.03407044,72.5,14,21.5,48.5,,28.5
 Austin Nola,543592,2023,33,130,154,19,15,3,0,1,31,18,20.1,11.7,0.146,0.192,0.26,0.452,8,79,0,0,0.2,0.263,0.22,0.266,0.307,0.064,0.192,0.262,-0.054,-0.071,-0.046,66.1,85.8,15,24.3,1,1.9,25.2,95.94215653,92.02447979,56.6,8.2,16.1,39.3,,26.2
 Spencer Torkelson,679529,2023,23,606,684,141,75,34,1,31,171,67,25,9.8,0.233,0.446,0.313,0.759,94,279,0,3,0.251,0.484,0.326,0.349,0.331,0.233,0.391,0.428,-0.018,-0.038,-0.023,75,91.8,17.1,33.2,14.1,7,50.9,102.6919284,96.0020455,67.5,17.6,24.7,46.2,,27.4
 Anthony Volpe,683011,2023,22,541,601,113,65,23,4,21,167,52,27.8,8.7,0.209,0.383,0.283,0.666,60,200,5,24,0.233,0.396,0.29,0.308,0.306,0.163,0.357,0.385,-0.024,-0.013,-0.018,70.9,88.7,14.2,35.5,9,7.7,43,99.54617672,93.95457796,67.2,19.3,28.2,47.9,,28.4
 Josh Rojas,668942,2023,29,314,350,77,56,17,0,4,81,27,23.1,7.7,0.245,0.338,0.303,0.641,40,125,0,12,0.23,0.331,0.284,0.278,0.293,0.101,0.332,0.324,0.015,0.007,0.006,67.9,87.1,13,35.6,3.8,5.9,28.9,96.68397698,92.41779138,61.8,16.4,24.2,44.3,,26.7
 Juan Soto,665742,2023,24,568,708,156,88,32,1,35,129,132,18.2,18.6,0.275,0.519,0.41,0.929,109,225,5,12,0.284,0.536,0.395,0.407,0.42,0.253,0.426,0.446,-0.009,-0.017,-0.012,74.6,93.2,6.7,28.5,13,7.6,55.3,104.4843504,97.21590598,57.8,14.2,20.5,35.8,-7,26.8
 Carlos Pérez,542208,2023,32,168,189,38,28,4,0,6,40,13,21.2,6.9,0.226,0.357,0.293,0.65,20,67,0,0,0.258,0.39,0.285,0.314,0.323,0.133,0.318,0.359,-0.032,-0.033,-0.029,70.3,89.2,16,33.3,5.3,6.1,39.4,99.57160046,94.02529977,65,12.8,21.5,46.1,,24.6
 Gary Sanchez,596142,2023,30,240,267,52,24,9,0,19,67,21,25.1,7.9,0.217,0.492,0.288,0.78,47,119,0,0,0.233,0.502,0.329,0.343,0.305,0.269,0.403,0.424,-0.016,-0.01,-0.014,73.4,90.1,16.5,27.4,15.4,5.1,44.6,101.7053643,95.14394686,57.8,16.6,27.6,41.8,,24.9
 Kevin Newman,621028,2023,29,225,253,57,38,16,0,3,34,17,13.4,6.7,0.253,0.364,0.311,0.675,28,100,1,8,0.272,0.374,0.296,0.311,0.331,0.101,0.303,0.323,-0.019,-0.01,-0.015,66.9,86.5,12,35.4,2.5,5.1,29.3,96.65057133,92.35918308,64.8,10.7,14.8,46.6,,28
 Francisco Alvarez,682626,2023,21,382,423,80,43,12,0,25,110,34,26,8,0.209,0.437,0.284,0.721,63,190,0,2,0.209,0.422,0.31,0.305,0.283,0.213,0.377,0.37,0,0.015,0.005,74.5,90.1,12.5,28.6,12.8,8.1,45.1,101.7308534,95.15778498,65.9,23.1,31.8,44.9,,26.4
 Jorge Polanco,593871,2023,29,302,343,77,45,18,0,14,88,36,25.7,10.5,0.255,0.454,0.335,0.789,48,128,0,4,0.25,0.481,0.34,0.348,0.332,0.23,0.415,0.427,0.005,-0.027,-0.008,70.6,88.4,21.6,39.6,13.8,5.5,40.6,100.221098,94.29173579,66.6,15.5,24.9,46.4,,27.6
 Joey Meneses,608841,2023,31,611,657,168,118,36,1,13,130,38,19.8,5.8,0.275,0.401,0.321,0.722,89,222,0,0,0.247,0.361,0.314,0.288,0.295,0.115,0.365,0.329,0.028,0.04,0.026,69.7,89.4,9.4,32.9,5.4,5,41.7,99.92936409,94.23746824,64.7,14.2,23.6,47.6,,25.6
 Edmundo Sosa,624641,2023,27,279,300,70,43,15,2,10,74,8,24.7,2.7,0.251,0.427,0.293,0.72,30,133,2,4,0.238,0.392,0.309,0.292,0.281,0.154,0.387,0.362,0.013,0.035,0.017,73.1,86.8,13.8,34.1,6.7,8.7,32.2,98.65622437,93.33507097,75.8,21.7,28.7,59.5,,29.2
 Ezequiel Duran,677649,2023,24,406,439,112,74,22,2,14,120,23,27.3,5.2,0.276,0.443,0.324,0.767,46,185,4,8,0.256,0.433,0.33,0.319,0.307,0.178,0.43,0.414,0.02,0.01,0.011,73.4,90.1,14,36.3,8.7,6.9,43.9,101.5533713,95.02697087,72.2,19.9,28.5,54,-2,29.1
 Kerry Carpenter,681481,2023,25,418,459,116,77,17,2,20,115,32,25.1,7,0.278,0.471,0.34,0.811,64,181,0,6,0.258,0.46,0.347,0.336,0.324,0.202,0.435,0.419,0.02,0.011,0.011,70.6,90.1,13.1,37.2,10.2,8.6,44,99.8138408,94.32609674,72.2,18.5,27,52.4,-4,28.1
 Eduardo Escobar,500871,2023,34,288,309,65,48,6,5,6,78,18,25.2,5.8,0.226,0.344,0.269,0.613,31,143,1,2,0.203,0.299,0.267,0.244,0.25,0.096,0.329,0.296,0.023,0.045,0.023,68.3,86.3,14.4,30.5,3.8,5.6,30.6,96.53655654,92.26930207,68.2,22.5,28.3,50.6,,27.1
 Michael Massey,686681,2023,25,428,461,98,64,18,1,15,99,24,21.5,5.2,0.229,0.381,0.274,0.655,55,186,2,6,0.26,0.432,0.283,0.319,0.305,0.172,0.332,0.381,-0.031,-0.051,-0.036,70.8,88.6,19.7,38,7.8,7.5,39.5,99.46795836,93.86843359,72.5,13.7,22.4,52.1,,27.3
 Miguel Vargas,678246,2023,23,256,304,50,24,15,4,7,61,38,20.1,12.5,0.195,0.367,0.305,0.672,32,130,2,3,0.21,0.353,0.295,0.304,0.321,0.143,0.302,0.315,-0.015,0.014,-0.009,,86.8,16.6,32,6,7.5,31.5,97.543796,92.81910211,68.2,17.4,22.3,44.4,,27.9
 Jared Walsh,665120,2023,29,104,116,13,5,4,0,4,45,11,38.8,9.5,0.125,0.279,0.216,0.495,11,49,0,0,0.149,0.255,0.222,0.225,0.237,0.107,0.295,0.3,-0.024,0.024,-0.003,73.3,86.1,18.4,27.1,6.8,5.1,32.2,98.13596483,93.15689439,66.2,36.1,45.3,46.2,0,26.2
 Kody Clemens,665019,2023,27,139,148,32,21,7,0,4,40,8,27,5.4,0.23,0.367,0.277,0.644,13,55,0,0,0.224,0.347,0.281,0.271,0.271,0.123,0.356,0.341,0.006,0.02,0.01,,90.4,15.2,29.3,6.1,6.1,40.4,99.1065508,94.15747788,63.4,20.7,27.9,47.6,,27.5
 Chad Wallach,595453,2023,31,157,172,31,18,5,1,7,57,13,33.1,7.6,0.197,0.376,0.259,0.635,15,69,1,0,0.212,0.405,0.275,0.292,0.273,0.193,0.377,0.409,-0.015,-0.029,-0.017,73.2,87.7,16.7,35.3,10.8,4.9,33,97.89839551,92.94919776,70.4,23.8,34.8,50,,24.3
 Enmanuel Valdez,665839,2023,24,139,149,37,23,8,0,6,37,8,24.8,5.4,0.266,0.453,0.311,0.764,19,63,1,5,0.236,0.426,0.328,0.305,0.282,0.19,0.414,0.381,0.03,0.027,0.023,70.4,87.5,10.2,35.3,10.8,8.8,33.7,97.84145471,92.99523465,59.7,17.4,24.3,43.8,,26.4
 Matt Thaiss,642136,2023,28,262,307,56,41,6,0,9,83,36,27,11.7,0.214,0.34,0.319,0.659,31,113,0,2,0.232,0.408,0.295,0.331,0.338,0.177,0.339,0.4,-0.018,-0.068,-0.036,73.3,88.5,9.2,34.6,10.4,6.6,40.7,100.4943653,94.47411425,72.3,29.5,34.2,46,,24.7
 Miguel Cabrera,408234,2023,40,334,370,86,62,20,0,4,74,31,20,8.4,0.257,0.353,0.322,0.675,34,134,0,0,0.247,0.363,0.299,0.301,0.314,0.117,0.333,0.337,0.01,-0.01,-0.002,68.2,89.1,7.4,34.2,4.2,7.6,37.6,98.97207068,93.6302738,68.3,18.2,25.6,48.3,,23.1
 Tyler Soderstrom,691016,2023,21,125,138,20,16,1,0,3,43,11,31.2,8,0.16,0.24,0.232,0.472,7,45,0,0,0.215,0.339,0.216,0.276,0.283,0.124,0.258,0.359,-0.055,-0.099,-0.06,73,89.3,5.7,26.5,6,3.6,39.8,101.1531274,94.84838831,70.6,22.2,32.9,49.7,,25.7
 Bligh Madris,676632,2023,27,26,30,4,3,1,0,0,7,4,23.3,13.3,0.154,0.192,0.267,0.459,0,21,0,0,0.197,0.295,0.222,0.276,0.304,0.097,0.205,0.29,-0.043,-0.103,-0.054,72.5,85.5,19.2,26.3,5.3,5.3,26.3,95.901878,92.15888316,77.8,21.4,31,49.6,,26.1
 Seby Zavala,664874,2023,29,175,193,30,19,4,0,7,70,12,36.3,6.2,0.171,0.314,0.23,0.544,18,72,0,1,0.188,0.305,0.239,0.246,0.249,0.117,0.334,0.348,-0.017,0.009,-0.007,68.9,87.5,14.9,34.9,5.5,8.3,36.7,97.65728556,92.93182365,71.2,26.5,38.4,54.3,,26.4
 Ernie Clement,676391,2023,27,50,52,19,16,1,1,1,4,1,7.7,1.9,0.38,0.5,0.385,0.885,10,16,0,1,0.327,0.431,0.378,0.328,0.334,0.104,0.403,0.349,0.053,0.069,0.05,65.8,84.1,16.3,36.2,2.1,2.1,19.1,93.81494708,91.09855894,70.5,7.3,10.1,57.4,,28.4
 Nolan Schanuel,694384,2023,21,109,132,30,26,3,0,1,19,20,14.4,15.2,0.275,0.33,0.402,0.732,6,30,0,0,0.276,0.362,0.336,0.346,0.402,0.086,0.319,0.333,-0.001,-0.032,-0.01,64.9,85.4,6.5,40,2.2,2.2,25.6,94.38037022,91.23639303,63.8,14.5,17.6,41.7,,26.8
 Myles Straw,664702,2023,28,462,518,110,88,18,3,1,97,42,18.7,8.1,0.238,0.297,0.301,0.598,29,207,6,20,0.239,0.3,0.268,0.272,0.303,0.061,0.288,0.293,-0.001,-0.003,-0.004,66.1,86.3,9.4,34,0.5,2.4,23.3,95.14136829,91.59321227,60,11.5,14.1,44,4,29.2
 Garrett Cooper,643265,2023,32,422,457,106,70,18,1,17,132,31,28.9,6.8,0.251,0.419,0.304,0.723,61,170,0,0,0.252,0.43,0.313,0.318,0.306,0.178,0.41,0.418,-0.001,-0.011,-0.005,73.8,89,13.3,40.4,10.3,7.5,41.1,100.4935928,94.33316253,66.9,20.2,30.7,52.4,,26.3
 Christopher Morel,666624,2023,24,388,429,96,50,17,3,26,133,36,31,8.4,0.247,0.508,0.313,0.821,70,186,2,6,0.244,0.485,0.347,0.34,0.311,0.242,0.475,0.464,0.003,0.023,0.007,75.7,92.1,12.4,29.5,15.9,5,50,103.5422295,96.3267751,71.9,28,37,49.8,-4,28.6
 Garrett Hampson,641658,2023,28,221,252,61,45,12,1,3,67,23,26.6,9.1,0.276,0.38,0.349,0.729,23,106,0,5,0.239,0.329,0.323,0.291,0.318,0.09,0.399,0.349,0.037,0.051,0.032,67.4,86.6,11.8,37.1,3.1,5.7,28.3,96.8428746,92.48605426,59.4,16.8,26.3,43.3,-1,29.8
 Byron Buxton,621439,2023,29,304,347,63,28,17,1,17,109,35,31.4,10.1,0.207,0.438,0.294,0.732,42,135,0,9,0.212,0.425,0.311,0.316,0.303,0.212,0.41,0.418,-0.005,0.013,-0.005,76.2,91.5,20.1,33.2,14.6,8.5,45.7,102.5176971,95.78216638,72.7,20.6,30.6,50,,29.3
 Brett Phillips,621433,2023,29,63,71,11,7,1,0,3,36,8,50.7,11.3,0.175,0.333,0.268,0.601,6,30,1,3,0.149,0.271,0.268,0.236,0.245,0.123,0.498,0.414,0.026,0.062,0.032,68.1,86.7,18.2,29.6,7.4,11.1,29.6,97.02516,92.56334346,68.5,39.8,47.1,47,-1,28.1
 Trevor Larnach,663616,2023,26,183,212,39,21,7,3,8,72,27,34,12.7,0.213,0.415,0.311,0.726,40,71,1,1,0.213,0.429,0.313,0.321,0.313,0.216,0.425,0.44,0,-0.014,-0.008,73.2,90.1,17.5,41.6,13.3,12.4,49.6,101.8850139,95.48848655,63.5,24.5,36.5,41,-2,26.7
 Bryson Stott,681082,2023,25,585,640,164,115,32,2,15,100,39,15.6,6.1,0.28,0.419,0.329,0.748,62,222,3,31,0.267,0.386,0.323,0.309,0.319,0.119,0.354,0.336,0.013,0.033,0.014,67.9,88.1,10.1,36.4,4.7,5.3,35.2,97.37913616,92.80244509,59.1,11.3,15.3,45,,28.8
 Jorge Soler,624585,2023,31,504,580,126,66,24,0,36,141,66,24.3,11.4,0.25,0.512,0.341,0.853,75,246,0,1,0.262,0.532,0.361,0.374,0.354,0.27,0.437,0.458,-0.012,-0.02,-0.013,75.8,91.3,17.8,36.5,15,10.4,48,103.0539565,95.95078308,66.7,19.5,27.6,44.1,-3,26.6
 Jasson Domínguez,691176,2023,20,31,33,8,3,1,0,4,8,2,24.2,6.1,0.258,0.677,0.303,0.98,7,13,0,1,0.283,0.52,0.403,0.36,0.326,0.237,0.518,0.456,-0.025,0.157,0.043,75.3,89.6,-0.8,43.5,17.4,4.3,56.5,100.3341758,95.07016739,73.8,24.4,33.9,49.2,,28.3
 Kolten Wong,543939,2023,32,224,250,41,31,6,0,4,53,18,21.2,7.2,0.183,0.263,0.256,0.519,27,99,2,3,0.213,0.29,0.236,0.262,0.285,0.077,0.246,0.284,-0.03,-0.027,-0.026,70.3,85.6,14,28.7,1.7,4,27,96.00426619,92.00849643,67.5,12,21.7,47.9,,26.7
 Zach Neto,687263,2023,22,289,329,65,39,17,0,9,77,20,23.4,6.1,0.225,0.377,0.308,0.685,34,114,1,5,0.226,0.403,0.302,0.312,0.309,0.177,0.342,0.357,-0.001,-0.026,-0.01,69.3,89.1,14.5,33.8,8.8,7.4,40.3,99.58743953,93.88821724,69.8,19.4,28.7,47.9,,27.7
 Carson Kelly,608348,2023,28,136,151,28,21,5,0,2,40,14,26.5,9.3,0.206,0.287,0.278,0.565,13,57,0,1,0.185,0.279,0.255,0.245,0.262,0.095,0.296,0.281,0.021,0.008,0.01,70.4,86.8,15.6,27.8,2.1,6.2,33,97.45418592,92.77908876,63.8,25.4,30.2,45.6,,25.7
 Dylan Moore,664238,2023,30,145,165,30,13,9,1,7,56,16,33.9,9.7,0.207,0.428,0.303,0.731,19,84,3,7,0.203,0.432,0.317,0.317,0.299,0.23,0.43,0.43,0.004,-0.004,0,72.2,89,21.4,40.4,16.9,11.2,44.9,100.4405849,94.54461562,63.5,23.5,33.4,46,1,27.7
 Gleyber Torres,650402,2023,26,596,672,163,108,28,2,25,98,67,14.6,10,0.273,0.453,0.347,0.8,68,229,6,13,0.282,0.478,0.346,0.362,0.357,0.196,0.364,0.385,-0.009,-0.025,-0.016,71.7,89.7,15.1,37.3,7.9,7.5,40.3,99.649801,94.05505759,68.9,16.4,21.8,46.8,,26.4
 Kevin Smith,675656,2023,26,135,146,25,16,4,0,5,51,5,34.9,3.4,0.185,0.326,0.22,0.546,11,75,0,1,0.18,0.335,0.236,0.237,0.215,0.155,0.347,0.347,0.005,-0.009,-0.001,69.4,88,13.6,30.3,9,10.1,36,99.21750548,93.80606512,64.5,20.6,31.8,53.4,,27.3
 Eugenio Suarez,553993,2023,31,598,694,139,88,29,0,22,214,70,30.8,10.1,0.232,0.391,0.323,0.714,96,280,1,2,0.223,0.419,0.313,0.324,0.318,0.196,0.4,0.418,0.009,-0.028,-0.011,72.3,90.3,18.9,37.7,13.2,6.8,43,100.6611155,94.72666532,65.7,24.6,32.8,44.5,,26.4
 Miguel Rojas,500743,2023,34,385,423,91,69,16,1,5,48,26,11.3,6.1,0.236,0.322,0.29,0.612,31,171,3,8,0.248,0.333,0.271,0.284,0.303,0.086,0.27,0.286,-0.012,-0.011,-0.013,68.8,87.3,11,33.4,2.9,4.1,32,97.50533318,92.84879474,67.6,8.5,16.5,49.6,,26.4
 Tucker Barnhart,571466,2023,32,109,123,22,18,3,0,1,42,12,34.1,9.8,0.202,0.257,0.285,0.542,9,47,0,1,0.177,0.229,0.25,0.234,0.268,0.052,0.318,0.29,0.025,0.028,0.016,67.3,87,16.5,30.9,1.5,1.5,23.5,94.83539794,91.47424567,63.5,13.3,25.3,47.1,,23.2
 José Tena,677588,2023,22,31,34,7,5,2,0,0,13,3,38.2,8.8,0.226,0.29,0.294,0.584,3,12,0,0,0.174,0.284,0.264,0.238,0.246,0.111,0.383,0.333,0.052,0.006,0.026,70.1,88.5,13.3,44.4,5.6,5.6,27.8,96.03699444,92.05231722,62.8,14.8,29.9,42.4,,26.8
 Victor Robles,645302,2023,26,107,126,32,26,5,1,0,18,11,14.3,8.7,0.299,0.364,0.385,0.749,8,56,1,8,0.266,0.355,0.338,0.322,0.356,0.09,0.345,0.323,0.033,0.009,0.016,,86.7,9.9,25.8,2.2,5.4,30.1,98.7827114,93.52619116,81.1,17.6,22,53.1,-4,28
 Elly De La Cruz,682829,2023,21,388,427,91,56,15,7,13,144,35,33.7,8.2,0.235,0.41,0.3,0.71,44,150,8,35,0.24,0.391,0.305,0.303,0.306,0.151,0.429,0.428,-0.005,0.019,0.002,76.7,91.2,3.6,30.5,8.5,4.5,45.9,102.8179371,95.77470727,60.7,19.4,29.7,45.5,,30.5
 Henry Ramos,592656,2023,31,74,86,18,14,3,1,0,21,11,24.4,12.8,0.243,0.311,0.349,0.66,5,40,1,2,0.228,0.308,0.303,0.297,0.336,0.08,0.333,0.324,0.015,0.003,0.006,70.5,82.4,13.8,32.1,3.8,3.8,20.8,93.90845077,91.1952025,71.1,17.7,29.7,47.6,-1,27
 Luis García,671277,2023,23,447,482,119,88,18,4,9,60,27,12.4,5.6,0.266,0.385,0.304,0.689,50,165,4,9,0.263,0.404,0.297,0.308,0.304,0.142,0.316,0.329,0.003,-0.019,-0.011,71.2,88.3,4.6,31.9,5.8,6.3,36.5,99.15810225,93.6385148,74,12.5,17.9,50.6,,27.2
 Jake Cave,595909,2023,30,184,203,39,25,8,1,5,55,15,27.1,7.4,0.212,0.348,0.272,0.62,21,91,0,3,0.203,0.358,0.271,0.277,0.27,0.155,0.333,0.341,0.009,-0.01,-0.006,68.9,89.3,15.3,29.5,7.6,5.3,34.8,98.60298258,93.42561634,68.2,18.4,27,48.8,0,27.6
